sg_uf;cd_cargo;ds_cargo;nr_candidato;nm_candidato;nm_urna_candidato;sg_partido;ds_composicao_coligacao;nr_turno;ds_sit_totalizacao;dt_ult_totalizacao;sg_ue;sq_candidato;nm_tipo_destinacao_votos;sq_eleicao_divulga;qt_votos_nom_validos;qt_votos_concorrentes
MA;7;Deputado Estadual;40444;IRACEMA CRISTINA VALE LIMA;IRACEMA VALE;PSB;PSB;1;Eleito;2022-10-03 03:11:03;MA;100001607060;Válido;2040602022;104729;3701453
MA;7;Deputado Estadual;65065;OTHELINO NOVA ALVES NETO;OTHELINO NETO;PC do B;PT / PV / PC do B;1;Eleito;2022-10-03 03:11:03;MA;100001613745;Válido;2040602022;84815;3701453
MA;7;Deputado Estadual;40789;CARLOS EDUARDO DE OLIVEIRA LULA;CARLOS LULA;PSB;PSB;1;Eleito;2022-10-03 03:11:03;MA;100001607073;Válido;2040602022;80828;3701453
MA;7;Deputado Estadual;40456;DAVI BRANDÃO FARIAS;DAVI BRANDÃO;PSB;PSB;1;Eleito;2022-10-03 03:11:03;MA;100001607064;Válido;2040602022;67392;3701453
MA;7;Deputado Estadual;40222;RAIMUNDO FLORÊNCIO MONTEIRO NETO;FLORÊNCIO NETO;PSB;PSB;1;Eleito;2022-10-03 03:11:03;MA;100001607077;Válido;2040602022;56100;3701453
MA;7;Deputado Estadual;22000;FABIANA VILAR RODRIGUES;FABIANA VILAR;PL;PL;1;Eleito;2022-10-03 03:11:03;MA;100001603158;Válido;2040602022;55314;3701453
MA;7;Deputado Estadual;22345;SOLANGE DE ARAUJO SOUSA;SOLANGE ALMEIDA;PL;PL;1;Eleito;2022-10-03 03:11:03;MA;100001603166;Válido;2040602022;55193;3701453
MA;7;Deputado Estadual;40400;FRANCISCO NAGIB BUZAR DE OLIVEIRA;FRANCISCO NAGIB;PSB;PSB;1;Eleito;2022-10-03 03:11:03;MA;100001607085;Válido;2040602022;53125;3701453
MA;7;Deputado Estadual;55456;MICAL SILVA DAMASCENO;MICAL DAMASCENO;PSD;PSD;1;Eleito;2022-10-03 03:11:03;MA;100001607113;Válido;2040602022;52123;3701453
MA;7;Deputado Estadual;44678;JOSÉ ARIMATEA LIMA NETO EVANGELISTA;NETO EVANGELISTA;UNIÃO;UNIÃO;1;Eleito;2022-10-03 03:11:03;MA;100001607486;Válido;2040602022;50923;3701453
MA;7;Deputado Estadual;22123;ALUIZIO DE SOUZA SANTOS;ALUIZIO SANTOS;PL;PL;1;Eleito;2022-10-03 03:11:03;MA;100001603187;Válido;2040602022;50770;3701453
MA;7;Deputado Estadual;12012;OSMAR GOMES DOS SANTOS FILHO;OSMAR FILHO;PDT;PDT;1;Eleito;2022-10-03 03:11:03;MA;100001599582;Válido;2040602022;50117;3701453
MA;7;Deputado Estadual;40212;RAFAEL DE BRITO SOUSA;RAFAEL LEITOA;PSB;PSB;1;Eleito;2022-10-03 03:11:03;MA;100001607074;Válido;2040602022;49798;3701453
MA;7;Deputado Estadual;12456;VIVIANNE MARTINS COELHO E SILVA;DRA VIVIANNE;PDT;PDT;1;Eleito;2022-10-03 03:11:03;MA;100001599580;Válido;2040602022;49202;3701453
MA;7;Deputado Estadual;40123;ANDREIA LOPES MARTINS REZENDE;ANDREIA MARTINS REZENDE;PSB;PSB;1;Eleito;2022-10-03 03:11:03;MA;100001607086;Válido;2040602022;48186;3701453
MA;7;Deputado Estadual;11111;RILDO DE OLIVEIRA AMARAL;RILDO AMARAL;PP;PP;1;Eleito;2022-10-03 03:11:03;MA;100001608087;Válido;2040602022;48090;3701453
MA;7;Deputado Estadual;22200;ABIGAIL CUNHA DE ALMEIDA SOUSA;ABIGAIL;PL;PL;1;Eleito;2022-10-03 03:11:03;MA;100001603152;Válido;2040602022;48025;3701453
MA;7;Deputado Estadual;40258;DANIELLA JADÃO MENESES CUNHA;DANIELLA;PSB;PSB;1;Eleito;2022-10-03 03:11:03;MA;100001607072;Válido;2040602022;47277;3701453
MA;7;Deputado Estadual;51222;EDNA SANTOS SILVA;EDNA SILVA;PATRIOTA;PATRIOTA;1;Eleito;2022-10-03 03:11:03;MA;100001608109;Válido;2040602022;46248;3701453
MA;7;Deputado Estadual;12123;GLALBERT NASCIMENTO CUTRIM;GLALBERT CUTRIM ;PDT;PDT;1;Eleito;2022-10-03 03:11:03;MA;100001599573;Válido;2040602022;45134;3701453
MA;7;Deputado Estadual;51000;GUILHERME FONSECA PAZ;GUILHERME PAZ;PATRIOTA;PATRIOTA;1;Eleito;2022-10-03 03:11:03;MA;100001608121;Válido;2040602022;44844;3701453
MA;7;Deputado Estadual;65400;RODRIGO PIRES FERREIRA LAGO;RODRIGO LAGO;PC do B;PT / PV / PC do B;1;Eleito;2022-10-03 03:11:03;MA;100001613741;Válido;2040602022;43292;3701453
MA;7;Deputado Estadual;20000;FERNANDO SALIM BRAIDE;FERNANDO BRAIDE;PSC;PSC;1;Eleito;2022-10-03 03:11:03;MA;100001620079;Válido;2040602022;42506;3701453
MA;7;Deputado Estadual;15000;RICARDO JOSÉ SÁ FORTES DE ARRUDA;RICARDO ARRUDA;MDB;MDB;1;Eleito;2022-10-03 03:11:03;MA;100001606625;Válido;2040602022;42056;3701453
MA;7;Deputado Estadual;40321;YGLESIO LUCIANO MOYSES SILVA DE SOUZA;DR, YGLÉSIO;PSB;PSB;1;Eleito;2022-10-03 03:11:03;MA;100001607076;Válido;2040602022;42009;3701453
MA;7;Deputado Estadual;55800;WELLRYK OLIVEIRA COSTA DA SILVA;ERIC COSTA;PSD;PSD;1;Eleito;2022-10-03 03:11:03;MA;100001607118;Válido;2040602022;40629;3701453
MA;7;Deputado Estadual;40233;ARISTON RIBEIRO DE SOUSA;ARISTON GONÇALO;PSB;PSB;1;Eleito;2022-10-03 03:11:03;MA;100001607069;Válido;2040602022;40236;3701453
MA;7;Deputado Estadual;11222;ANTONIO ARNALDO ALVES DE MELO;ARNALDO MELO;PP;PP;1;Eleito;2022-10-03 03:11:03;MA;100001608090;Válido;2040602022;39546;3701453
MA;7;Deputado Estadual;22555;CLAUDIO LUIZ LIMA CUNHA;CLAUDIO CUNHA;PL;PL;1;Eleito;2022-10-03 03:11:03;MA;100001603167;Válido;2040602022;39104;3701453
MA;7;Deputado Estadual;10789;JANAINA LIMA ARAÚJO RAMOS;JANAINA RAMOS;REPUBLICANOS;REPUBLICANOS;1;Eleito;2022-10-03 03:11:03;MA;100001602653;Válido;2040602022;38927;3701453
MA;7;Deputado Estadual;40333;ANTONIO PEREIRA FILHO;ANTÔNIO PEREIRA;PSB;PSB;1;Eleito;2022-10-03 03:11:03;MA;100001607063;Válido;2040602022;38329;3701453
MA;7;Deputado Estadual;11000;HEMETERIO WEBA FILHO;HEMETERIO WEBA;PP;PP;1;Eleito;2022-10-03 03:11:03;MA;100001608098;Válido;2040602022;37709;3701453
MA;7;Deputado Estadual;12345;CLAUDIA FABIANA VIEIRA SILVA;CLAUDIA COUTINHO;PDT;PDT;1;Eleito;2022-10-03 03:11:03;MA;100001599591;Válido;2040602022;37435;3701453
MA;7;Deputado Estadual;22111;KARLOS PARABUCU SANTOS FIGUEIREDO DOS ANJOS;PARÁ FIGUEIREDO;PL;PL;1;Suplente;2022-10-03 03:11:03;MA;100001603171;Válido;2040602022;37186;3701453
MA;7;Deputado Estadual;11444;JOSE GEOVANI LOPES DE QUEIROZ JUNIOR;JUNIOR FRANÇA;PP;PP;1;Eleito;2022-10-03 03:11:03;MA;100001608097;Válido;2040602022;35820;3701453
MA;7;Deputado Estadual;55123;CÉSAR HENRIQUE SANTOS PIRES;CÉSAR PIRES;PSD;PSD;1;Suplente;2022-10-03 03:11:03;MA;100001607121;Válido;2040602022;35600;3701453
MA;7;Deputado Estadual;51444;JUSCELINO DA CRUZ FILGUEIRA JUNIOR;JUSCELINO MARRECA;PATRIOTA;PATRIOTA;1;Eleito;2022-10-03 03:11:03;MA;100001608131;Válido;2040602022;35567;3701453
MA;7;Deputado Estadual;45555;INÁCIO CAVALCANTE MELO NETO;INÁCIO MELO;PSDB;CIDADANIA / PSDB;1;Não Eleito;2022-10-03 03:11:03;MA;100001619965;Válido;2040602022;35259;3701453
MA;7;Deputado Estadual;51333;JOÃO BATISTA GONCALVES DE CASTRO SEGUNDO;JOÃO BATISTA SEGUNDO;PATRIOTA;PATRIOTA;1;Suplente;2022-10-03 03:11:03;MA;100001608118;Válido;2040602022;35057;3701453
MA;7;Deputado Estadual;40888;EDSON CUNHA DE ARAUJO;EDSON ARAUJO;PSB;PSB;1;Suplente;2022-10-03 03:11:03;MA;100001607088;Válido;2040602022;34545;3701453
MA;7;Deputado Estadual;11888;ANTONIO JOSE BITTENCOURT DE ALBUQUERQUE JUNIOR;CATULÉ JUNIOR;PP;PP;1;Suplente;2022-10-03 03:11:03;MA;100001608091;Válido;2040602022;34487;3701453
MA;7;Deputado Estadual;40000;ADELMO DE ANDRADE SOARES;ADELMO SOARES;PSB;PSB;1;Suplente;2022-10-03 03:11:03;MA;100001607087;Válido;2040602022;34365;3701453
MA;7;Deputado Estadual;15789;JOSÉ ROBERTO COSTA SANTOS;ROBERTO COSTA;MDB;MDB;1;Eleito;2022-10-03 03:11:03;MA;100001606627;Válido;2040602022;34156;3701453
MA;7;Deputado Estadual;51456;ALAN DOUGLAS DE OLIVEIRA;ALAN DA MARISSOL;PATRIOTA;PATRIOTA;1;Suplente;2022-10-03 03:11:03;MA;100001608135;Válido;2040602022;33164;3701453
MA;7;Deputado Estadual;11135;HELENA MARIA DUAILIBE FERREIRA;DRª HELENA DUAILIBE;PP;PP;1;Suplente;2022-10-03 03:11:03;MA;100001608103;Válido;2040602022;32823;3701453
MA;7;Deputado Estadual;12333;CHARLES FREDERICK MAIA FERNANDES;FRED MAIA;PDT;PDT;1;Suplente;2022-10-03 03:11:03;MA;100001599583;Válido;2040602022;31678;3701453
MA;7;Deputado Estadual;12222;CIRO EVANGELISTA DE SOUZA NETO;CIRO NETO;PDT;PDT;1;Suplente;2022-10-03 03:11:03;MA;100001599575;Válido;2040602022;30583;3701453
MA;7;Deputado Estadual;40240;HAMILTON NOGUEIRA ARAGÃO;MILTINHO ARAGÃO;PSB;PSB;1;Suplente;2022-10-03 03:11:03;MA;100001607080;Válido;2040602022;29337;3701453
MA;7;Deputado Estadual;65123;RICARDO TADEU RIBEIRO PEARCE;RICARDO RIOS;PC do B;PT / PV / PC do B;1;Eleito;2022-10-03 03:11:03;MA;100001613740;Válido;2040602022;29304;3701453
MA;7;Deputado Estadual;65777;JULIO CESAR MENDONCA CORREA;JÚLIO MENDONÇA;PC do B;PT / PV / PC do B;1;Eleito;2022-10-03 03:11:03;MA;100001613752;Válido;2040602022;29028;3701453
MA;7;Deputado Estadual;40111;MARCO AURELIO DA SILVA AZEVEDO;MARCO AURÉLIO;PSB;PSB;1;Suplente;2022-10-03 03:11:03;MA;100001607079;Válido;2040602022;28168;3701453
MA;7;Deputado Estadual;65000;ANA DE NAZARÉ PEREIRA SILVA MACEDO MENDONÇA;ANA DO GÁS;PC do B;PT / PV / PC do B;1;Eleito;2022-10-03 03:11:03;MA;100001613728;Válido;2040602022;27425;3701453
MA;7;Deputado Estadual;22222;MARCUS VINICIUS DE OLIVEIRA PEREIRA;VINICIUS LOURO;PL;PL;1;Suplente;2022-10-03 03:11:03;MA;100001603169;Válido;2040602022;26869;3701453
MA;7;Deputado Estadual;90000;MARCOS ANTONIO DE CARVALHO CALDAS;MARCOS CALDAS;PROS;PROS;1;Não Eleito;2022-10-03 03:11:03;MA;100001599551;Válido;2040602022;26697;3701453
MA;7;Deputado Estadual;12600;LUCIANO FERREIRA DE SOUSA;LUCIANO LEITOA;PDT;PDT;1;Suplente;2022-10-03 03:11:03;MA;100001724765;Válido;2040602022;26680;3701453
MA;7;Deputado Estadual;12111;THAIZA DE AGUIAR HORTEGAL;DRª THAIZA;PDT;PDT;1;Suplente;2022-10-03 03:11:03;MA;100001599581;Válido;2040602022;26670;3701453
MA;7;Deputado Estadual;10456;RENAN WAYNNE RÊGO REIS;RENAN WAYNNE - FILHO DA TERRA;REPUBLICANOS;REPUBLICANOS;1;Suplente;2022-10-03 03:11:03;MA;100001602648;Válido;2040602022;26282;3701453
MA;7;Deputado Estadual;13123;JOSÉ INACIO SODRÉ RODRIGUES;ZÉ INACIO;PT;PT / PV / PC do B;1;Suplente;2022-10-03 03:11:03;MA;100001613748;Válido;2040602022;25443;3701453
MA;7;Deputado Estadual;11456;LEONARDO SARMENTO PIRES DE SÁ;DR LEONARDO SÁ;PP;PP;1;Suplente;2022-10-03 03:11:03;MA;100001608102;Válido;2040602022;25280;3701453
MA;7;Deputado Estadual;19456;LEANDRO BELLO DE SÁ ROSAS COSTA;LEANDRO BELLO;PODE;PODE;1;Eleito;2022-10-03 03:11:03;MA;100001614815;Válido;2040602022;25064;3701453
MA;7;Deputado Estadual;19888;AUGUSTO INÁCIO PINHEIRO JUNIOR;JÚNIOR CASCARIA;PODE;PODE;1;Eleito;2022-10-03 03:11:03;MA;100001614806;Válido;2040602022;24910;3701453
MA;7;Deputado Estadual;20123;CARLOS WELLINGTON DE CASTRO BEZERRA;WELLINGTON DO CURSO;PSC;PSC;1;Eleito;2022-10-03 03:11:03;MA;100001620072;Válido;2040602022;24800;3701453
MA;7;Deputado Estadual;11333;MARIA DO SOCORRO ALMEIDA WAQUIM;PROFESSORA SOCORRO WAQUIM;PP;PP;1;Suplente;2022-10-03 03:11:03;MA;100001608088;Válido;2040602022;24580;3701453
MA;7;Deputado Estadual;43000;WENDELL LAUANDE FONSECA LAGES BARBOSA;WENDELL LAGES;PV;PT / PV / PC do B;1;Suplente;2022-10-03 03:11:03;MA;100001613729;Válido;2040602022;23183;3701453
MA;7;Deputado Estadual;43123;JOSÉ ADRIANO CORDEIRO SARNEY;ADRIANO SARNEY;PV;PT / PV / PC do B;1;Suplente;2022-10-03 03:11:03;MA;100001613730;Válido;2040602022;22491;3701453
MA;7;Deputado Estadual;11123;FABIO HENRIQUE RAMOS BRAGA;FABIO BRAGA;PP;PP;1;Suplente;2022-10-03 03:11:03;MA;100001608086;Válido;2040602022;21950;3701453
MA;7;Deputado Estadual;55333;PEDRO HENRIQUE PITOMBEIRA NERES;PEDRO NERES;PSD;PSD;1;Suplente;2022-10-03 03:11:03;MA;100001607116;Válido;2040602022;20903;3701453
MA;7;Deputado Estadual;19123;JOSÉ BENEDITO PINTO;JOTA PINTO;PODE;PODE;1;Suplente;2022-10-03 03:11:03;MA;100001614800;Válido;2040602022;20264;3701453
MA;7;Deputado Estadual;19999;VALERIA MARIA SANTOS MACEDO;VALERIA MACEDO;PODE;PODE;1;Suplente;2022-10-03 03:11:03;MA;100001614805;Válido;2040602022;19900;3701453
MA;7;Deputado Estadual;11789;ROGERIO RODRIGUES LIMA;ROGERIO CAFETEIRA;PP;PP;1;Suplente;2022-10-03 03:11:03;MA;100001608101;Válido;2040602022;19706;3701453
MA;7;Deputado Estadual;55222;RICARDO SEIDEL GUIMARÃES;RICARDO SEIDEL;PSD;PSD;1;Suplente;2022-10-03 03:11:03;MA;100001607107;Válido;2040602022;19554;3701453
MA;7;Deputado Estadual;13333;CRICIELLE AGUIAR MUNIZ;CRICIELLE;PT;PT / PV / PC do B;1;Suplente;2022-10-03 03:11:03;MA;100001613749;Válido;2040602022;18927;3701453
MA;7;Deputado Estadual;20222;VALDECY VIEIRA JUNIOR;JUNIOR VIEIRA;PSC;PSC;1;Suplente;2022-10-03 03:11:03;MA;100001620096;Válido;2040602022;18677;3701453
MA;7;Deputado Estadual;15555;WEYKLEN COELHO TEIXEIRA;KEKE TEIXEIRA;MDB;MDB;1;Suplente;2022-10-03 03:11:03;MA;100001606605;Válido;2040602022;18436;3701453
MA;7;Deputado Estadual;15888;CICERO NECO MORAIS;CICIN;MDB;MDB;1;Suplente;2022-10-03 03:11:03;MA;100001606618;Válido;2040602022;17037;3701453
MA;7;Deputado Estadual;19789;ENOS HENRIQUE NOGUEIRA FERREIRA;ENOS COSTA FERREIRA;PODE;PODE;1;Suplente;2022-10-03 03:11:03;MA;100001614796;Válido;2040602022;16839;3701453
MA;7;Deputado Estadual;19000;CLEOMAR TEMA CARVALHO CUNHA;TEMA  CUNHA;PODE;PODE;1;Suplente;2022-10-03 03:11:03;MA;100001614794;Válido;2040602022;16179;3701453
MA;7;Deputado Estadual;15500;MARLEIDY DO NASCIMENTO BERNABE;MARLEIDY BERNABÉ;MDB;MDB;1;Suplente;2022-10-03 03:11:03;MA;100001606620;Válido;2040602022;15636;3701453
MA;7;Deputado Estadual;13128;AURELIO GOMES DA SILVA;AURELIO GOMES;PT;PT / PV / PC do B;1;Suplente;2022-10-03 03:11:03;MA;100001613724;Válido;2040602022;15085;3701453
MA;7;Deputado Estadual;19678;RAIMUNDO SOARES CUTRIM;RAIMUNDO CUTRIM;PODE;PODE;1;Suplente;2022-10-03 03:11:03;MA;100001614807;Válido;2040602022;14429;3701453
MA;7;Deputado Estadual;13400;FRANCISCO GONÇALVES DA CONCEIÇÃO;CHICO COLETIVO GUARNICÊ;PT;PT / PV / PC do B;1;Suplente;2022-10-03 03:11:03;MA;100001613737;Válido;2040602022;14296;3701453
MA;7;Deputado Estadual;22777;ROSÂNGELA MARIA PEREIRA VIDAL OLIVEIRA;ROSÂNGELA VIDAL;PL;PL;1;Suplente;2022-10-03 03:11:03;MA;100001603176;Válido;2040602022;13867;3701453
MA;7;Deputado Estadual;19555;MARCIAL LIMA DE ARRUDA;MARCIAL LIMA;PODE;PODE;1;Suplente;2022-10-03 03:11:03;MA;100001614802;Válido;2040602022;13652;3701453
MA;7;Deputado Estadual;19223;PENALDON JORGE RIBEIRO MOREIRA FILHO;PENALDINHO;PODE;PODE;1;Suplente;2022-10-03 03:11:03;MA;100001614798;Válido;2040602022;13364;3701453
MA;7;Deputado Estadual;13013;LUIS HENRIQUE SILVA DE SOUSA;LUIZ HENRIQUE LULA;PT;PT / PV / PC do B;1;Suplente;2022-10-03 03:11:03;MA;100001613739;Válido;2040602022;12784;3701453
MA;7;Deputado Estadual;51777;SERGIO RICARDO DE ALBUQUERQUE BOGEA;SERGIO ALBUQUERQUE;PATRIOTA;PATRIOTA;1;Suplente;2022-10-03 03:11:03;MA;100001608125;Válido;2040602022;12351;3701453
MA;7;Deputado Estadual;12000;FRANCISCO DE JESUS SILVA;CHICO MIGUEL;PDT;PDT;1;Suplente;2022-10-03 03:11:03;MA;100001599574;Válido;2040602022;12088;3701453
MA;7;Deputado Estadual;15123;MARCIO AUGUSTO VASCONCELOS COUTINHO;MARCIO COUTINHO;MDB;MDB;1;Suplente;2022-10-03 03:11:03;MA;100001606616;Válido;2040602022;11947;3701453
MA;7;Deputado Estadual;10123;JESUINO CORDEIRO MENDES JUNIOR;JUNIOR VERDE ;REPUBLICANOS;REPUBLICANOS;1;Suplente;2022-10-03 03:11:03;MA;100001602646;Válido;2040602022;11822;3701453
MA;7;Deputado Estadual;15156;HORMANN SCHNNEYDER ALMEIDA DA SILVA;SCHNNEYDER;MDB;MDB;1;Suplente;2022-10-03 03:11:03;MA;100001606613;Válido;2040602022;11795;3701453
MA;7;Deputado Estadual;15266;MANOEL NUNES RIBEIRO FILHO;MANOEL RIBEIRO;MDB;MDB;1;Suplente;2022-10-03 03:11:03;MA;100001606615;Válido;2040602022;10918;3701453
MA;7;Deputado Estadual;65222;MARCELO ASSAD DOS SANTOS;MARCELO POETA;PC do B;PT / PV / PC do B;1;Suplente;2022-10-03 03:11:03;MA;100001613742;Válido;2040602022;10860;3701453
MA;7;Deputado Estadual;22022;FILIPE ARNON MARQUES TAVARES;FILIPE ARNON;PL;PL;1;Suplente;2022-10-03 03:11:03;MA;100001603161;Válido;2040602022;9770;3701453
MA;7;Deputado Estadual;28789;JULIANO DA CRUZ MENDES SOARES;JULIANO SOARES;PRTB;PRTB;1;Não Eleito;2022-10-03 03:11:03;MA;100001675687;Válido;2040602022;9395;3701453
MA;7;Deputado Estadual;20456;ALEXANDRE HENRIQUE RIOS LEITE;SOLDADO LEITE;PSC;PSC;1;Suplente;2022-10-03 03:11:03;MA;100001620069;Válido;2040602022;9347;3701453
MA;7;Deputado Estadual;15678;CAROLINA RAISSA DE MENEZES ARAÚJO COSTA;CAROL COSTA;MDB;MDB;1;Suplente;2022-10-03 03:11:03;MA;100001606607;Válido;2040602022;8471;3701453
MA;7;Deputado Estadual;20200;EDUARDO BEZERRA ANDRADE;EDU ANDRADE;PSC;PSC;1;Suplente;2022-10-03 03:11:03;MA;100001620077;Válido;2040602022;8007;3701453
MA;7;Deputado Estadual;20333;RICARDO JORGE MURAD;RICARDO MURAD;PSC;PSC;1;Suplente;2022-10-03 03:11:03;MA;100001620093;Válido;2040602022;7902;3701453
MA;7;Deputado Estadual;13258;RAIMUNDO NONATO COSTA OLIVEIRA;RAIMUNDO OLIVEIRA ;PT;PT / PV / PC do B;1;Suplente;2022-10-03 03:11:03;MA;100001613726;Válido;2040602022;7567;3701453
MA;7;Deputado Estadual;22333;MANOEL JARDIM GOMES;CANETA AZUL;PL;PL;1;Suplente;2022-10-03 03:11:03;MA;100001603164;Válido;2040602022;7543;3701453
MA;7;Deputado Estadual;20020;DANIEL VIEIRA DE LIMA;PASTOR DANIEL VIEIRA;PSC;PSC;1;Suplente;2022-10-03 03:11:03;MA;100001620075;Válido;2040602022;7531;3701453
MA;7;Deputado Estadual;45123;MATHEUS MOTA GONÇALO;MATHEUS MOTA;PSDB;CIDADANIA / PSDB;1;Não Eleito;2022-10-03 03:11:03;MA;100001619970;Válido;2040602022;7221;3701453
MA;7;Deputado Estadual;90789;FERNANDO ANTONIO VICENTE DOS SANTOS;FERNANDO IPIRANGA;PROS;PROS;1;Não Eleito;2022-10-03 03:11:03;MA;100001599540;Válido;2040602022;7196;3701453
